,A,B,C,D,E,F,G,H,I,J
31,45.63800463979312,15.898937010307513,63.1331008063559,77.98466517740292,3.5294383935228324,27.93226768041819,33.442969232733724,4.284732409928537,34.44292451350509,30.75377894358442
32,35.21945777204893,0.9657359944182597,64.5561140656698,16.01332116416536,72.79534013347431,39.7803923564003,58.85915720053971,31.31950366361862,1.2016938219429174,5.2791775777824235
33,22.55620893095569,98.8111368614531,79.63149814626478,86.53438533713059,73.38168841537586,88.9097415149008,45.295401692114034,60.5145992072972,49.880718195431115,85.2042794450728
34,99.8194965060684,22.254976454298404,93.98380581367256,81.29315018069394,88.017151017344,47.94228545835214,61.39025193195543,78.56739850164684,49.03734444256197,64.95627909165886
35,82.38147249105758,25.731309833456596,76.63151432592848,28.58505845193796,68.58089582130198,51.4485051959046,26.94808510793849,15.200410306682299,40.88135592490587,99.6082867130968
36,77.30302582856396,18.003896023271437,59.697233422180574,90.51987458674479,88.73815406374575,62.45007676204967,32.275887865738696,78.0596625183067,36.05409061190576,4.386038761485422
37,87.8912008006449,61.82203737454572,90.20028345358627,43.157314654321986,87.27247654586236,9.15984231087431,68.68480046865993,21.663723765179675,1.920117979083591,40.539094898770585
38,50.128791746718015,47.73470470449287,25.3079211037845,47.453091067317665,36.29341848714667,71.96867074484848,32.86842604971263,63.67987948162306,6.080308283613145,79.55603788154326
39,56.91482820980185,45.47261723848269,11.419182657957972,37.714398264692015,48.52662577192165,8.617099115065209,54.71352595717715,81.28756202261826,26.089007409650712,21.218790254911212
40,52.781469995410866,6.3253424954597515,95.04234087505574,54.706312092641504,29.136582677968693,3.4928657492019344,30.014673453511655,0.8380836362270827,44.46003229155113,24.902301624913125
41,70.60862030589391,47.285065373028544,96.53584494517878,77.57267181687875,33.468472763307645,32.07590423943808,59.95110326622135,93.74733151433315,40.73658675905209,19.241533320386004
42,6.597194519039274,29.535585830218437,9.659341380895615,42.17161280251091,43.087766399524426,33.56502630689518,38.232732247827336,44.37140630921144,69.15515226268342,84.39889617773457
43,1.6455998845119946,10.477176181260672,63.82990613531041,20.474715636076546,24.60124929338382,72.29210908850222,69.98676616444558,90.45183819042694,42.177070861935086,54.04492903535273
44,82.98322471020762,89.20351959609191,23.827237298585047,28.662134740799573,55.683211250513246,91.39289783762102,45.95207887409835,54.5475380186667,73.78590067446721,99.63041789005095
45,89.09423655753311,86.16587470510217,74.78454177980386,70.8160179469667,64.06936110714665,68.70208928369091,92.42843696293072,33.727046084448496,56.975539022591434,82.3867333414143
46,25.18600469058002,49.31211924123807,70.83225943258684,26.67208909891332,73.34047940845815,31.63020498522665,45.20055209172153,98.4709968356605,10.217701289769055,21.967480787022787
47,27.946087540186582,33.671771192214464,62.851677564551856,62.67900388866627,19.319162607366557,45.47135788585438,21.20643817974347,43.94615593052189,27.730671614453705,89.92505361857359
48,61.920253274921656,50.673030879752126,31.269640393307117,24.974859225969702,73.65058954053843,45.8097678277255,3.3183241784505935,43.755674739337344,42.45469444685877,36.42226990071392
49,76.20516932522776,46.52245458370577,6.270300111040283,99.77235904667762,15.14220277716155,93.21320852721902,96.39297453018763,56.35802969912651,21.46669705581311,13.155532108904866
50,22.20259895923101,50.622413165153766,16.012359346388905,29.429273111454002,34.77012808515124,8.596455783472168,43.896658373670114,84.68400235604518,68.42895732789955,9.758869755597122
51,22.064967323414386,47.5166959233358,46.00914652514536,91.36753186793942,90.76248974490723,68.51715885068556,71.0024911547635,16.27897091033983,73.90225453539124,96.81093922506011
52,97.26680857498097,23.853213967359554,14.539418099546486,83.86639044795689,40.21930673454215,2.8414466017936513,16.47176064217959,84.02307011056205,26.28839318277635,29.268156323112503
53,33.5651618422859,13.509813352809797,22.535564835073117,16.800468982968177,67.44486536950176,95.56168883972242,41.436416395966724,28.629759235105933,71.98251872507446,64.88045975572484
54,55.09048061424403,51.21358442638043,97.12529483613584,32.83177703286832,39.11270805027867,30.01082133447226,62.92478851021047,78.05798323043128,98.57882611121845,81.86925009210351
55,38.973060819429506,53.78802925921874,79.02122573058097,27.705460011123982,85.18986571390172,94.68153292531383,70.74496922802518,1.9345310422250628,79.25886833141192,84.72285200482222
56,41.33621817300306,67.99222351153661,75.49877966965622,83.61050936551837,22.88587849963478,10.370709167907666,83.2394275494289,9.329538423159844,81.96969096831734,1.4380836716237133
57,79.6424802722328,52.06817129258662,27.709915720228683,32.51194751908465,15.918054320932473,2.317652008326021,47.12139837173104,83.53414480518603,99.95720793579532,55.64380398325285
58,44.27256705282764,19.21704946397932,82.81278428789687,68.38092295093921,71.553599548359,16.138402165971712,41.99739544137354,66.86596770603904,84.1388994549644,50.75765785304135
59,9.048575515176882,94.7944517655218,1.6326267832114993,14.792983658190495,93.48236450674996,88.11831112391441,5.802766468817078,97.04715693916054,5.90356982221315,49.10734587246339
60,37.80858398196185,92.35046611712265,47.97845808662689,26.93225028763807,45.9376790961897,24.03890405632779,36.82637590374457,91.73028170680986,57.19655997297863,74.83048407728971
61,25.476518057742247,22.93936409369055,95.21657543382081,76.59096289756907,43.228709002794496,4.022357269994048,74.67075819401771,60.59512441714401,63.642099022291056,77.57583379456761
62,17.727007636062876,56.12317107952174,22.580671616971614,42.82726078579473,65.06584630469345,3.3798508017830797,32.451538294186285,12.784577550367626,19.225752325569633,65.78830863534267
63,33.65967074669036,36.101234109456385,66.46374119381132,27.937649255183985,89.50286374422146,16.65228741683703,0.8919672751657615,32.59613984056605,81.21220652040839,63.81187339811919
64,83.29079564843697,89.99435402475761,58.75068593910206,77.10932320026994,35.269363013913704,44.098879799124916,94.40796317441983,59.02584594097594,74.14528019074491,19.887799772335313
65,8.970098307717434,50.01457339233259,91.62249770423341,38.19001703892283,20.674556416723423,24.90750255533213,28.546593525537133,42.07725533663464,42.45035010726767,34.55823933204576
66,47.79792235184643,23.927253060106267,63.01795536775081,68.45146860847171,17.01680216515078,6.068478330839422,57.75890246288364,20.74267308076073,63.327684420615974,19.09269956477042
67,60.887733964424726,47.27477615351303,27.512203460049978,39.31934177765159,5.027016040124954,16.954975746349987,44.911514138426,39.146704976075775,92.48647144567667,47.362059730979375
68,58.88906135397135,50.768241223587765,17.431812369443435,12.464409263398524,74.93486895143978,56.987298602276645,14.075462504035919,6.298208522146698,9.03978775577059,10.51415850385846
69,97.06108437271862,60.28293162643729,47.68927369934821,7.115882828402109,87.93476108120436,64.16217182702943,49.062782874762476,73.09934844742344,53.30578516536455,24.264996084941735
70,70.46593370461444,19.455253798358008,12.696690828087998,7.582463988155386,71.03651574034085,65.73334439674984,82.49741485690399,24.3254419119313,57.81541412653491,55.222820485967304
71,16.133315923198964,84.107958005423,83.34596409326156,85.06944281569217,38.319472715276895,66.06971899247152,81.5091644493181,95.10935681398817,48.757215389571805,61.34060945352625
72,53.97668142828934,23.271542671613254,58.385168727078884,18.23243115558467,16.308546206708296,71.3066262594707,43.59584253776785,8.094257632884428,5.81667348104321,56.363330004466995
73,39.409151214453054,92.84979517424254,96.97935729311146,59.2069207497089,26.741618387998223,45.629104787140015,24.110120781385557,72.2689304505655,33.87203413818363,27.63449166198002
74,1.0183363512862198,71.69521417626173,23.237669294552987,18.366817298597283,67.03756734967195,65.6260151841773,42.95504588260383,93.59808652678588,84.83996960553857,15.765666579740456
75,6.0958827230867545,7.601441369824558,20.75328951458799,99.61585942443372,54.217317080615125,94.11928858849092,97.23987462905798,84.67941223689904,50.61020628054918,46.5374574004059
76,92.53728801711082,16.475469361749628,31.409524301729352,7.594582272581574,75.68753734893598,1.871757700002108,9.673872529679295,0.6628882967004701,9.319448501172134,72.15411712585983
77,19.72236043027049,31.520786735071383,63.184785653575524,8.783424644441917,89.90854156335313,81.7114457050986,19.541000855436806,97.60215277883137,0.9380275201786747,64.1855386278354
78,43.98565076788701,29.617644396874542,78.52181725743404,84.8808936994257,32.31385024516814,80.31240611881483,19.946702885267964,91.9023231758804,8.816311225885464,51.24298361829949
79,98.71439900770179,6.169259576195718,97.15411644138084,41.04622115312685,93.70437826805835,4.257570103431796,71.84538248584126,70.78102504623541,61.841412185547654,0.6555517879541894
80,46.44250831046192,29.827831266641734,74.01589310117635,19.0473553829151,27.42761676845531,76.71635593696739,66.63993371276396,88.46166914919446,97.69832151309893,47.868947600458114
81,32.08270937056208,3.212079811300106,54.8373910847552,39.05464027981942,13.788339957060359,37.498621243705465,51.40078681750106,54.08299192120028,72.72047929652615,5.975542186305038
82,88.78980823259243,7.78440452194954,23.167972511990833,36.38274105396331,64.71920236377497,91.02651129954216,18.43937057242804,79.80153547100414,38.58648710381431,3.752634335762983
83,4.870498456788763,41.1357857100043,25.887853893096956,6.996961666954949,23.325283055913903,39.43620527449473,73.89799410230907,90.46179831893323,54.782895733842416,20.376130380177194
84,52.42792313438758,5.916848017643916,89.49308202634712,75.28283995212239,40.40805299859165,16.459604071365852,59.529959440807104,63.990672236662625,20.48338859377934,10.019482708981819
85,21.392662406306627,65.15600005019728,76.03033647358708,12.774941599156875,91.57901558263433,36.54129821412254,31.8836582149318,48.200680994966724,74.02601493250906,93.23038699664204
86,94.57986302231416,48.75106545746579,14.212886852420281,58.593966991383894,95.22807781122066,79.92152069684005,77.46198474653079,93.53453729156473,77.71378207222018,61.163113554411716
87,63.10742866695684,34.76981092344553,83.27208066549206,89.18237785156785,24.14199345452095,12.362411929278494,10.259646929311462,65.11675029404513,47.85120527712999,15.419000895225599
88,86.53671385066761,56.22960463077204,27.82335439899667,59.710916208432295,32.6334553330598,76.85375115249803,32.78699823830608,11.871550342131199,73.45725546569871,0.20969612172875296
89,18.068675897303365,93.5506654983606,47.85508174305766,91.50015018003116,79.54866852375106,30.8002516307312,79.65292903852861,60.020822962212726,15.672294142934806,12.93530393560809
90,44.49061510375737,93.18300111087915,61.75128408410654,44.659967394869135,23.27840473144661,17.223162510423496,49.625617622335994,65.58127945517218,13.800011494172182,96.81802225857925
91,40.72382481707273,92.23145485757203,16.46554505920037,62.51615542965382,34.7100294792967,19.163698752217407,17.897012526970414,20.28253946474752,16.892969049153717,32.209642263501
92,51.83022835864782,96.81671182633404,39.517098186312914,91.32118053905845,46.67104287896484,24.12914733992921,10.044094667812864,7.649317538731282,7.287145669475992,26.137617456119656
93,85.56475344170399,59.40475901659824,45.26339124026072,57.27547612305782,51.2270317259467,91.17175296250443,58.74413103620416,65.67772300244036,67.24757013848532,66.03600749799655
94,99.67043312959886,49.077111678623275,15.567307006091935,38.921643685611016,26.00802162205448,26.98496445977009,97.2453166573387,8.664012938430353,33.68446757915253,18.18711806466471
95,21.898606427573654,27.069603121609408,94.0546104541231,81.01320274538946,20.075385277987724,20.494501196806592,67.16583123176207,74.04185750089131,20.5480414828043,32.18176131493116
96,60.51585047589859,47.16203862166156,67.94793013285808,15.976549399068418,47.34664127186936,23.7281517356557,0.2771306812672347,88.87502747126614,63.06342117332521,44.92750406614012
97,70.20667695482204,98.40568547227527,5.602889916387522,89.17279719717469,79.34285336243677,6.9996548269298575,52.10790570218122,62.468720848455284,24.474201711329822,27.21903108452396
98,50.10886400465163,69.10217872301946,26.133169126632026,60.02669389912296,51.67871714276061,12.338348638792308,96.1421278298371,62.23942058552894,16.722136294928035,34.29005169610819
99,24.365898762232906,13.531796247447147,1.2437822088361083,19.55427951750147,83.34723395504793,49.44228527182935,53.11973861162964,38.9488817541834,38.019660139366486,97.48197448397812
